w116:473	1	out[1] max|delta|=8.594e-02 (rtol=0.01 atol=0.001)
w116:48	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w116:568	0	out[0] non-finite mismatch (nan/inf positions differ)
w116:584	1	out[1] max|delta|=9.551e-01 (rtol=0.01 atol=0.001)
w116:542	2	out[2] non-finite mismatch (nan/inf positions differ)
w116:587	1	out[1] non-finite mismatch (nan/inf positions differ)
w116:589	0	out[0] non-finite mismatch (nan/inf positions differ)
w116:744	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w117:20	0	out[0] max|delta|=6.400e+02 (rtol=0.01 atol=0.001)
w117:215	1	out[1] non-finite mismatch (nan/inf positions differ)
w117:156	1	out[1] max|delta|=8.376e-01 (rtol=0.01 atol=0.001)
w117:273	3	out[3] non-finite mismatch (nan/inf positions differ)
w117:356	1	out[1] non-finite mismatch (nan/inf positions differ)
w117:231	1	out[1] non-finite mismatch (nan/inf positions differ)
w117:405	1	out[1] max|delta|=9.223e+18 (rtol=0.0 atol=0.0)
w117:560	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w117:483	2	out[2] non-finite mismatch (nan/inf positions differ)
w117:596	0	out[0] max|delta|=1.233e+00 (rtol=0.01 atol=0.001)
w117:643	0	out[0] max|delta|=1.909e+00 (rtol=0.01 atol=0.001)
w117:706	0	out[0] max|delta|=9.223e+18 (rtol=0.01 atol=0.001)
w118:120	2	out[2] max|delta|=3.529e-01 (rtol=0.01 atol=0.001)
w118:176	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w118:134	2	out[2] max|delta|=8.590e+09 (rtol=0.01 atol=0.001)
